id,lon,lat,kind,NDVI_p50,NDWI_p50,B11_p50,B12_p50
TAP_P01990,-57.33539864212868,-6.057546040002221,vegetated,0.8549167513847351,-0.7635136842727661,0.1617999970912933,0.0659999996423721
TAP_P01991,-56.97917176229404,-7.039712776064715,vegetated,0.8506032824516296,-0.7432505488395691,0.1562999933958053,0.0631000027060508
TAP_P01992,-56.34178085979524,-7.404379129543342,vegetated,0.769300639629364,-0.6716049313545227,0.1070000007748603,0.0450999997556209
TAP_P01994,-56.63364344953476,-5.643617733191458,vegetated,0.8506689667701721,-0.7428281903266907,0.1695999950170517,0.0709000006318092
TAP_P01995,-57.62262385043614,-5.610737233753298,vegetated,0.8126316070556641,-0.6998863220214844,0.179199993610382,0.0793000012636184
TAP_P01996,-56.5585192895068,-5.5104131206677,vegetated,0.7661082744598389,-0.6767202615737915,0.1587000042200088,0.0733499974012374
TAP_P01997,-56.86908388366204,-5.486728101251251,bare — sandbar / spoil / tailings,0.0764071568846702,-0.0980988591909408,0.2838500142097473,0.1863999962806701
TAP_P01998,-57.20172508130968,-7.204851772056416,vegetated,0.8542871475219727,-0.7406377196311951,0.1578499972820282,0.0632499977946281
TAP_P01999,-57.03435539374731,-6.663690526663736,vegetated,0.8185012340545654,-0.720658540725708,0.1479000002145767,0.0564000010490417
TAP_P02000,-57.47420786129266,-5.6988782250514864,vegetated,0.8329695463180542,-0.7287428379058838,0.1712000072002411,0.0723500028252601
TAP_P02001,-56.15000777923508,-5.917914507768478,vegetated,0.7850162982940674,-0.6782039403915405,0.1321000009775161,0.0573999993503093
TAP_P02002,-56.86875162182392,-7.032440123051852,vegetated,0.614693820476532,-0.5879955887794495,0.2587000131607055,0.1419499963521957
TAP_P02003,-56.94426031912273,-7.042205250087059,vegetated,0.7058210372924805,-0.601378858089447,0.1729571372270584,0.0843714252114296
TAP_P02004,-56.7238658332527,-7.58885748382297,vegetated,0.8211448192596436,-0.7129058241844177,0.130850002169609,0.0551499985158443
TAP_P02005,-57.27133873955796,-5.780735021427692,vegetated,0.7703210711479187,-0.7019867897033691,0.160300001502037,0.0654999986290931
TAP_P02007,-57.17119752656598,-5.493877245225145,vegetated,0.8470999002456665,-0.7393419742584229,0.1677500009536743,0.0684499964118003
TAP_P02008,-56.31945199578726,-7.286205483907436,vegetated,0.828009843826294,-0.7125730514526367,0.1374499946832656,0.0560999996960163
TAP_P02009,-57.00989258836816,-7.082765473856018,vegetated,0.835917592048645,-0.7422360777854919,0.147949993610382,0.061949998140335
TAP_P02013,-57.48381342740103,-5.31583225750404,vegetated,0.8148571252822876,-0.7130528688430786,0.1647000014781952,0.067900002002716
TAP_P02014,-57.005407975251536,-7.327268049050271,vegetated,0.8560885787010193,-0.7429102659225464,0.1677999943494796,0.066600002348423
TAP_P02016,-55.95645337331177,-6.2058453725819085,vegetated,0.5497505068778992,-0.5345029234886169,0.2382999956607818,0.1397999972105026
